1906         .            .           3.7           .
1907         .            .           3.2           .
1908         .            .           3.0           .
1909         .            .           2.6           .
1910         .            .           1.9           .
1911         .            .           2.2           .
1912         .            .           2.9           .
1913         .            .           2.5           .
1914         .            .           2.2           .
1915         .            .           1.2           .
1916         .            .           0.9           .
1917         .            .           1.0           .
1918         .            .           1.3           .
1919         .            .           3.4           .
1920         .            .           4.7           .
1921         .            .           5.4           .
1922         .            .           5.0           .
1923         .            .           3.4           .
1924         .            .           4.0           .
1925         .            .           3.0           .
1926         .            .           3.7           .
1927         .            .           5.2           .
1928         .            .           5.8           .
1929         .            .           7.0           .
1930         .            .           3.3           .
1931         .            .           4.1           .
1932         .            .           6.0           .
1933         .            .           8.4           .
1934         .            .           9.0           .
1935         .            .           8.5           .
1936         .            .           8.2           .
1937         .            .           7.5           .
1938         .            .           6.1           .
1939         .            .           7.2           .
1940         .            .           3.0           .
1941         .            .           1.4           .
1942         .            .           1.2           .
1943         .            .           1.4           .
1944         .            .           1.6           .
1945         .            .           4.6           .
1946         .            .          13.2           .
1947         .            .           8.7           .
1948         .            .           5.3           .
1949         .            .           9.3           .
1950         .            .          18.2           .
1951         .            .          19.6           .
1952         .            .          18.0           .
1953         .            .          20.0           .
1954         .            .          19.8           .
1955         .            .          15.8           .
1956         .           164         13.5           . 
1957         82          143         12.1          0.137 
1958         86          552         14.3          0.161 
1959         94           66         13.8          0.133 
1960        100          115         18.6          0.168 
1961        149           28         23.6          0.161 
1962        146           23         26.9          0.183 
1963        146          552         26.2          0.249 
1964         52          121         11.3          0.228 
1965         47           41         17.0          0.246 
1966        103           75         33.3          0.240 
1967        103          100         33.4          0.308 
1968         88           50         33.2          0.372 
1969         72          142         27.6          0.423 
1970         63           42         19.7          0.351 
1971         53           77         23.7          0.444 
1972         56          106         21.1          0.393 
1973         43          111         19.3          0.452 
1974         42           42         18.0          0.462 
1975         44          114         20.8          0.462 
1976         44          141         17.3          0.404 
1977         37           47         18.0          0.381 
1978         38           12         20.3          0.493 
1979         47          155         22.6          0.460 
1980         37          150         15.8          0.441 
1981         26          155         15.4          0.445 
1982         36          145         21.6          0.490 
1983         43           93         24.9          0.459 
1984         46           84         26.6          0.540 
1985         43          161         24.2          0.499 
1986         37           81         18.2          0.477 
1987         32          454         17.4          0.406 
1988         43          105         21.6          0.460
1989         38          147         21.8          0.356
1990         94           51         35.1          0.403
1991         80          275         38.0          0.474
1992         74           55           .            .
