1930           .               .        84000            .
1931           .               .        78000            .
1932           .               .        77000            .
1933           .               .        92000            .
1934           .               .        86000            .
1935           .               .        73000            .
1936           .               .        63000            .
1937           .               .        67000            .
1938           .               .        70000            .
1939           .               .            .            .
1940           .               .            .            .
1941           .               .            .            .
1942           .               .            .            .
1943           .               .            .            .
1944           .               .            .            .
1945           .               .            .            .
1946           .               .            .            .
1947           .               .            .            .
1948           .               .            .            .
1949           .               .            .            .
1950           .               .            .            .
1951           .               .            .            .
1952           .               .            .            .
1953           .               .            .            .
1954           .               .            .            .
1955           .               .            .            .
1956           .               .            .            .
1957           .               .            .            .
1958           .               .            .            .
1959           .               .            .            .
1960           .              128      105000            . 
1961           .              262      107000            . 
1962           .              183       88000            . 
1963         141              354      107000           0.51 
1964         156              393      123000           0.54 
1965         197              478      180000           0.540 
1966         222              461      219000           0.490 
1967         244              185      250000           0.620 
1968         252              197      285000           0.580 
1969         251              730      198000           0.536 
1970         271              847      262000           0.535 
1971         269              159      314562           0.649 
1972         217              289      341000           0.837 
1973         194              232      228000           0.706 
1974         210              426      202000           0.680 
1975         188              196      185000           0.707 
1976         162              726      209000           0.696 
1977         142              426      182000           0.705 
1978         143              449      263000           0.803 
1979         148              800      249000           0.685 
1980         161              271      265000           0.791 
1981         174              556      301000           0.775 
1982         168              268      273000           0.896 
1983         135              533      234000           0.903 
1984         116              109      205000           0.849 
1985         107              568      193000           0.825 
1986          95              238      163000           0.880
1987          86              143      175000           0.893
1988          85              246      150000           0.889
1989          76              112      116000           0.995
1990          63              142      105000           0.780
1991          62              281       86000           0.928
1992          60              108           .           .
1993          57                .           .           .
1994          59                .           .           .
